Name,Status,Neighborhood,Tree Diameter
green ash,Alive,Lower East Side,13
golden raintree,Alive,Gramercy,7
Schumard's oak,Alive,East Harlem North,11
Japanese zelkova,Alive,Hamilton Heights,9
littleleaf linden,Alive,Lower East Side,8
littleleaf linden,Alive,Midtown-Midtown South,6
littleleaf linden,Alive,Midtown-Midtown South,3
littleleaf linden,Alive,Midtown-Midtown South,8
littleleaf linden,Alive,Midtown-Midtown South,4
littleleaf linden,Alive,Hamilton Heights,8
green ash,Alive,Hamilton Heights,3
green ash,Alive,Central Harlem South,4
green ash,Alive,Lower East Side,15
green ash,Alive,Chinatown,12
green ash,Alive,Hamilton Heights,3
green ash,Alive,Chinatown,11
green ash,Alive,Morningside Heights,4
eastern redcedar,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
silver maple,Alive,Central Harlem North-Polo Grounds,3
silver maple,Alive,Manhattanville,4
littleleaf linden,Alive,Gramercy,11
Japanese zelkova,Alive,Marble Hill-Inwood,3
Japanese zelkova,Alive,Manhattanville,10
northern red oak,Alive,Central Harlem North-Polo Grounds,3
Japanese zelkova,Alive,Yorkville,7
Japanese zelkova,Alive,Marble Hill-Inwood,11
northern red oak,Alive,East Harlem South,4
littleleaf linden,Alive,Lower East Side,5
cherry,Alive,Upper West Side,11
Chinese elm,Alive,Hamilton Heights,6
littleleaf linden,Alive,East Village,4
littleleaf linden,Alive,Morningside Heights,2
eastern redcedar,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
littleleaf linden,Alive,Midtown-Midtown South,4
littleleaf linden,Alive,Lower East Side,6
cherry,Alive,Washington Heights North,2
green ash,Alive,Midtown-Midtown South,6
green ash,Alive,Lower East Side,14
green ash,Alive,Hamilton Heights,10
Japanese zelkova,Alive,Gramercy,11
Japanese zelkova,Alive,Morningside Heights,11
littleleaf linden,Alive,Marble Hill-Inwood,11
littleleaf linden,Alive,Midtown-Midtown South,6
littleleaf linden,Alive,Midtown-Midtown South,7
littleleaf linden,Alive,East Harlem South,6
littleleaf linden,Alive,Upper East Side-Carnegie Hill,6
littleleaf linden,Alive,Midtown-Midtown South,7
littleleaf linden,Alive,Upper East Side-Carnegie Hill,9
eastern redcedar,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
Callery pear,Alive,West Village,12
green ash,Alive,West Village,4
green ash,Alive,Chinatown,13
green ash,Alive,Chinatown,11
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
littleleaf linden,Alive,Midtown-Midtown South,6
littleleaf linden,Alive,East Harlem South,10
littleleaf linden,Alive,Marble Hill-Inwood,2
honeylocust,Alive,Marble Hill-Inwood,16
ginkgo,Alive,Morningside Heights,7
ginkgo,Alive,Morningside Heights,14
honeylocust,Alive,Chinatown,3
honeylocust,Alive,Hamilton Heights,17
honeylocust,Alive,Hamilton Heights,9
Japanese zelkova,Alive,Marble Hill-Inwood,8
empress tree,Alive,West Village,2
hawthorn,Alive,West Village,9
silver maple,Alive,SoHo-TriBeCa-Civic Center-Little Italy,8
littleleaf linden,Alive,Lincoln Square,6
littleleaf linden,Alive,Morningside Heights,5
pin oak,Alive,Marble Hill-Inwood,3
black cherry,Alive,Marble Hill-Inwood,4
Callery pear,Alive,Morningside Heights,10
silver linden,Alive,Gramercy,5
Callery pear,Alive,Hamilton Heights,11
Norway maple,Alive,Lower East Side,5
littleleaf linden,Alive,West Village,6
Japanese snowbell,Alive,Marble Hill-Inwood,4
Japanese snowbell,Alive,Marble Hill-Inwood,4
littleleaf linden,Alive,Hamilton Heights,4
littleleaf linden,Alive,Midtown-Midtown South,9
littleleaf linden,Alive,Midtown-Midtown South,9
silver linden,Alive,East Harlem South,5
Callery pear,Alive,Midtown-Midtown South,4
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
Japanese zelkova,Alive,Manhattanville,8
Turkish hazelnut,Alive,Marble Hill-Inwood,4
Japanese zelkova,Alive,West Village,14
Japanese zelkova,Alive,East Harlem South,5
Turkish hazelnut,Alive,Hamilton Heights,9
eastern redcedar,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
golden raintree,Alive,West Village,6
golden raintree,Alive,Hamilton Heights,4
Callery pear,Alive,Gramercy,13
Callery pear,Alive,Morningside Heights,10
Callery pear,Alive,Midtown-Midtown South,6
Callery pear,Alive,Midtown-Midtown South,4
Callery pear,Alive,Upper West Side,5
Kentucky coffeetree,Alive,West Village,4
Callery pear,Alive,East Harlem South,8
silver maple,Alive,Washington Heights North,15
silver linden,Alive,East Harlem South,5
silver linden,Alive,East Harlem South,4
Callery pear,Alive,West Village,9
Callery pear,Alive,Midtown-Midtown South,6
Callery pear,Alive,Midtown-Midtown South,8
Callery pear,Alive,East Harlem South,9
Callery pear,Alive,Central Harlem North-Polo Grounds,10
Callery pear,Alive,Gramercy,12
Japanese zelkova,Alive,Marble Hill-Inwood,4
Chinese elm,Alive,Morningside Heights,13
Japanese zelkova,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
Japanese zelkova,Alive,Hamilton Heights,6
golden raintree,Alive,East Harlem South,6
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,17
Callery pear,Alive,West Village,8
Callery pear,Alive,Upper West Side,7
littleleaf linden,Alive,East Harlem South,4
eastern redcedar,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
silver linden,Alive,East Harlem South,6
Callery pear,Alive,Turtle Bay-East Midtown,1
Callery pear,Alive,East Harlem South,6
eastern redbud,Alive,West Village,4
Callery pear,Alive,Morningside Heights,5
Callery pear,Alive,Midtown-Midtown South,3
Callery pear,Alive,Morningside Heights,10
Callery pear,Alive,Midtown-Midtown South,4
Callery pear,Alive,Hamilton Heights,1
Kentucky coffeetree,Alive,West Village,3
Callery pear,Alive,West Village,3
silver linden,Alive,East Harlem South,6
Callery pear,Alive,Lower East Side,6
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
Callery pear,Alive,Hamilton Heights,9
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
littleleaf linden,Alive,East Harlem South,8
littleleaf linden,Alive,East Harlem North,7
Callery pear,Alive,East Harlem South,8
Callery pear,Alive,Upper East Side-Carnegie Hill,5
littleleaf linden,Alive,Upper West Side,9
littleleaf linden,Alive,Midtown-Midtown South,8
littleleaf linden,Alive,Chinatown,7
northern red oak,Alive,Marble Hill-Inwood,3
horse chestnut,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,12
littleleaf linden,Alive,Midtown-Midtown South,6
littleleaf linden,Alive,Hamilton Heights,7
Callery pear,Alive,Midtown-Midtown South,6
Callery pear,Alive,Midtown-Midtown South,6
Callery pear,Alive,Upper East Side-Carnegie Hill,7
Callery pear,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
northern red oak,Alive,East Harlem South,4
Japanese zelkova,Alive,Washington Heights North,4
northern red oak,Alive,Lower East Side,2
littleleaf linden,Alive,Central Harlem North-Polo Grounds,4
littleleaf linden,Alive,Chinatown,4
littleleaf linden,Alive,Chinatown,9
cherry,Alive,Hamilton Heights,13
sugar maple,Alive,Central Harlem South,3
cherry,Alive,Upper West Side,11
cherry,Alive,East Harlem North,4
littleleaf linden,Alive,East Harlem North,6
littleleaf linden,Alive,Hamilton Heights,17
littleleaf linden,Alive,Hamilton Heights,5
Japanese zelkova,Alive,Marble Hill-Inwood,5
Japanese zelkova,Alive,Marble Hill-Inwood,2
littleleaf linden,Alive,Midtown-Midtown South,4
littleleaf linden,Alive,Midtown-Midtown South,4
littleleaf linden,Alive,Midtown-Midtown South,9
northern red oak,Alive,Marble Hill-Inwood,6
Japanese zelkova,Alive,Chinatown,2
littleleaf linden,Alive,East Harlem South,16
littleleaf linden,Alive,Central Harlem North-Polo Grounds,9
horse chestnut,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
swamp white oak,Alive,East Harlem South,4
swamp white oak,Alive,Washington Heights South,6
Callery pear,Alive,Central Harlem North-Polo Grounds,9
mulberry,Alive,Upper West Side,12
silver linden,Alive,East Harlem South,6
northern red oak,Alive,Hamilton Heights,2
Japanese zelkova,Alive,Marble Hill-Inwood,5
Japanese zelkova,Alive,Marble Hill-Inwood,5
sugar maple,Alive,Central Harlem South,3
sugar maple,Alive,Central Harlem South,3
littleleaf linden,Alive,Upper West Side,9
swamp white oak,Alive,Manhattanville,3
swamp white oak,Alive,Marble Hill-Inwood,3
cherry,Alive,East Village,6
northern red oak,Alive,Upper West Side,5
Norway maple,Alive,Lower East Side,5
sawtooth oak,Alive,East Harlem South,4
golden raintree,Alive,East Harlem North,5
common hackberry,Alive,Washington Heights South,8
eastern redcedar,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
honeylocust,Alive,Lenox Hill-Roosevelt Island,11
Japanese zelkova,Alive,Marble Hill-Inwood,4
Callery pear,Alive,East Village,7
American linden,Alive,Upper West Side,4
honeylocust,Alive,Lower East Side,10
pond cypress,Alive,Marble Hill-Inwood,3
honeylocust,Alive,Chinatown,2
honeylocust,Alive,Chinatown,8
honeylocust,Alive,West Village,11
honeylocust,Alive,Chinatown,10
ginkgo,Alive,Chinatown,3
Callery pear,Alive,Turtle Bay-East Midtown,5
Callery pear,Alive,Lower East Side,11
Callery pear,Alive,Central Harlem North-Polo Grounds,2
ginkgo,Alive,Upper West Side,7
crab apple,Alive,Central Harlem North-Polo Grounds,4
cherry,Alive,Lenox Hill-Roosevelt Island,4
cherry,Alive,Hamilton Heights,22
London planetree,Alive,Central Harlem South,6
common hackberry,Alive,Lower East Side,2
willow oak,Alive,Yorkville,15
Japanese zelkova,Alive,Marble Hill-Inwood,4
Japanese zelkova,Alive,East Harlem South,4
willow oak,Alive,West Village,17
willow oak,Alive,West Village,13
littleleaf linden,Alive,Hamilton Heights,10
littleleaf linden,Alive,Midtown-Midtown South,6
ginkgo,Alive,Washington Heights North,10
honeylocust,Alive,Lower East Side,15
ginkgo,Alive,Chinatown,2
ginkgo,Alive,Gramercy,16
American linden,Alive,Lower East Side,3
honeylocust,Alive,Morningside Heights,14
littleleaf linden,Alive,Marble Hill-Inwood,4
American elm,Alive,Morningside Heights,5
London planetree,Alive,East Harlem South,8
honeylocust,Alive,East Village,3
Norway maple,Alive,Marble Hill-Inwood,15
London planetree,Alive,East Harlem South,7
London planetree,Alive,East Harlem South,17
London planetree,Alive,East Harlem South,4
ginkgo,Alive,East Harlem South,3
littleleaf linden,Alive,Chinatown,11
littleleaf linden,Alive,Midtown-Midtown South,9
littleleaf linden,Alive,Marble Hill-Inwood,9
littleleaf linden,Alive,Morningside Heights,13
littleleaf linden,Alive,Central Harlem North-Polo Grounds,10
littleleaf linden,Alive,East Harlem South,20
American hophornbeam,Alive,Midtown-Midtown South,7
London planetree,Alive,East Harlem South,19
London planetree,Alive,East Harlem South,6
London planetree,Alive,Gramercy,15
London planetree,Alive,Gramercy,16
London planetree,Alive,Chinatown,4
American elm,Alive,Marble Hill-Inwood,8
London planetree,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
London planetree,Alive,East Harlem South,11
London planetree,Alive,East Harlem South,20
London planetree,Alive,Gramercy,6
London planetree,Alive,East Harlem South,5
American elm,Alive,Gramercy,13
London planetree,Alive,East Harlem South,3
London planetree,Alive,East Village,19
London planetree,Alive,East Harlem South,22
London planetree,Alive,East Harlem South,4
London planetree,Alive,East Harlem South,6
American hophornbeam,Alive,Marble Hill-Inwood,4
London planetree,Alive,East Harlem South,4
London planetree,Alive,Chinatown,17
American elm,Alive,Gramercy,13
London planetree,Alive,East Harlem South,4
London planetree,Alive,Gramercy,13
honeylocust,Alive,Hamilton Heights,11
ginkgo,Alive,Gramercy,2
honeylocust,Alive,Chinatown,8
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,15
honeylocust,Alive,Chinatown,10
pond cypress,Alive,Marble Hill-Inwood,2
London planetree,Alive,East Harlem South,4
London planetree,Alive,East Harlem South,6
honeylocust,Alive,Midtown-Midtown South,3
honeylocust,Alive,West Village,14
honeylocust,Alive,Central Harlem North-Polo Grounds,12
honeylocust,Alive,Central Harlem North-Polo Grounds,15
honeylocust,Alive,Upper West Side,10
purple-leaf plum,Alive,East Harlem South,7
ginkgo,Alive,Washington Heights North,8
ginkgo,Alive,Washington Heights North,10
ginkgo,Alive,Central Harlem South,10
honeylocust,Alive,Manhattanville,10
ginkgo,Alive,Gramercy,15
American elm,Alive,Yorkville,14
London planetree,Alive,Chinatown,4
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
honeylocust,Alive,Upper West Side,8
honeylocust,Alive,Upper West Side,8
honeylocust,Alive,Lower East Side,10
golden raintree,Alive,West Village,6
London planetree,Alive,East Harlem South,6
honeylocust,Alive,Upper West Side,14
willow oak,Alive,Gramercy,20
ginkgo,Alive,Lower East Side,11
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,7
cherry,Alive,Central Harlem South,6
purple-leaf plum,Alive,Hamilton Heights,4
American linden,Alive,Lower East Side,11
American linden,Alive,Central Harlem North-Polo Grounds,5
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
ginkgo,Alive,Marble Hill-Inwood,12
honeylocust,Alive,Midtown-Midtown South,3
honeylocust,Alive,Midtown-Midtown South,4
honeylocust,Alive,Midtown-Midtown South,3
honeylocust,Alive,Lower East Side,11
ginkgo,Alive,Marble Hill-Inwood,9
ginkgo,Alive,Upper West Side,5
ginkgo,Alive,Yorkville,11
American linden,Alive,Upper West Side,13
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,7
honeylocust,Alive,Lower East Side,4
green ash,Alive,Chinatown,7
green ash,Alive,East Harlem South,9
London planetree,Alive,East Harlem South,4
London planetree,Alive,East Harlem South,4
American elm,Alive,Marble Hill-Inwood,7
London planetree,Alive,Lower East Side,17
London planetree,Alive,Chinatown,18
honeylocust,Alive,Manhattanville,11
ginkgo,Alive,Central Harlem North-Polo Grounds,10
honeylocust,Alive,Central Harlem North-Polo Grounds,10
honeylocust,Alive,Hamilton Heights,14
honeylocust,Alive,Chinatown,4
ginkgo,Alive,Marble Hill-Inwood,8
honeylocust,Alive,Upper West Side,10
American elm,Alive,Gramercy,15
American elm,Alive,Morningside Heights,20
London planetree,Alive,East Harlem South,3
London planetree,Alive,East Harlem South,25
London planetree,Alive,East Harlem South,20
cherry,Alive,Chinatown,4
London planetree,Alive,East Harlem South,4
London planetree,Alive,East Harlem South,12
London planetree,Alive,East Harlem South,4
American elm,Alive,Lincoln Square,20
London planetree,Alive,Marble Hill-Inwood,4
London planetree,Alive,East Harlem South,12
honeylocust,Alive,West Village,5
willow oak,Alive,Gramercy,11
London planetree,Alive,East Harlem South,5
ginkgo,Alive,Washington Heights North,8
ginkgo,Alive,Gramercy,14
honeylocust,Alive,West Village,12
honeylocust,Alive,Central Harlem North-Polo Grounds,13
honeylocust,Alive,Hamilton Heights,9
London planetree,Alive,East Harlem South,3
London planetree,Alive,East Harlem South,3
London planetree,Alive,East Harlem South,4
London planetree,Alive,East Harlem South,5
London planetree,Alive,Lower East Side,16
honeylocust,Alive,East Village,3
honeylocust,Alive,East Village,3
honeylocust,Alive,Chinatown,10
American linden,Alive,Hamilton Heights,11
ginkgo,Alive,Gramercy,8
American linden,Alive,Lower East Side,11
ginkgo,Alive,Yorkville,15
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,11
ginkgo,Alive,Lower East Side,6
purple-leaf plum,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
sugar maple,Alive,Central Harlem South,3
London planetree,Alive,East Harlem South,4
London planetree,Alive,East Harlem South,11
London planetree,Alive,East Harlem South,15
honeylocust,Alive,Manhattanville,3
American linden,Alive,Midtown-Midtown South,4
honeylocust,Alive,Lenox Hill-Roosevelt Island,9
honeylocust,Alive,Marble Hill-Inwood,16
ginkgo,Alive,Lower East Side,11
honeylocust,Alive,Marble Hill-Inwood,3
honeylocust,Alive,Hamilton Heights,5
honeylocust,Alive,Central Harlem North-Polo Grounds,13
ginkgo,Alive,Marble Hill-Inwood,11
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
honeylocust,Alive,Upper West Side,13
ginkgo,Alive,Marble Hill-Inwood,8
London planetree,Alive,Gramercy,15
American linden,Alive,Lower East Side,4
honeylocust,Alive,Central Harlem North-Polo Grounds,11
ginkgo,Alive,Yorkville,5
honeylocust,Alive,Chinatown,12
honeylocust,Alive,East Harlem South,11
ginkgo,Alive,Chinatown,2
honeylocust,Alive,Lenox Hill-Roosevelt Island,14
honeylocust,Alive,Marble Hill-Inwood,15
London planetree,Alive,East Harlem South,5
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,12
honeylocust,Alive,Lower East Side,9
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
London planetree,Alive,East Harlem South,9
London planetree,Alive,Lincoln Square,13
London planetree,Alive,East Harlem South,5
London planetree,Alive,East Harlem South,4
ginkgo,Alive,Yorkville,11
American linden,Alive,Upper West Side,9
honeylocust,Alive,Upper West Side,13
ginkgo,Alive,Upper West Side,7
ginkgo,Alive,Upper East Side-Carnegie Hill,4
honeylocust,Alive,Hamilton Heights,6
honeylocust,Alive,Lower East Side,10
honeylocust,Alive,Marble Hill-Inwood,7
cherry,Alive,Lenox Hill-Roosevelt Island,4
green ash,Alive,Lower East Side,13
green ash,Alive,Marble Hill-Inwood,9
cherry,Alive,Hamilton Heights,7
honeylocust,Alive,Midtown-Midtown South,4
honeylocust,Alive,East Harlem South,11
ginkgo,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
honeylocust,Alive,Upper East Side-Carnegie Hill,12
American linden,Alive,East Harlem South,5
ginkgo,Alive,Hamilton Heights,11
ginkgo,Alive,Yorkville,10
pin oak,Alive,Morningside Heights,4
pin oak,Alive,Hamilton Heights,24
pin oak,Alive,Lenox Hill-Roosevelt Island,3
honeylocust,Alive,East Harlem South,12
pin oak,Alive,Yorkville,7
Chinese elm,Alive,Lower East Side,16
American linden,Alive,Lower East Side,10
American linden,Alive,Lower East Side,11
honeylocust,Alive,Hamilton Heights,16
honeylocust,Alive,Chinatown,4
honeylocust,Alive,Chinatown,6
ginkgo,Alive,Marble Hill-Inwood,11
honeylocust,Alive,Upper West Side,13
pin oak,Alive,Lenox Hill-Roosevelt Island,3
red maple,Alive,Central Harlem South,4
northern red oak,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
American linden,Alive,Midtown-Midtown South,4
honeylocust,Alive,Central Harlem North-Polo Grounds,14
pin oak,Alive,Upper East Side-Carnegie Hill,9
green ash,Alive,Hamilton Heights,2
